FID,name,stadt,plz,strasse,hausnr,etage,raumnummer,oeffnungszeiten,kategorie,preis,wickeln,standort_beschreibung,zustand,einschraenkungen,mail,website,telefon,zustaendiges_referat,erzeugt_bearbeitet,din_18040_1,toilette_fuer_alle,eignung_blindenhunde,eingangstuer_typ,eingangstuer_glasmarkierung,eingangstuer_klingel_taster,eingangstuer_leichte_fuehrung,eingangstuer_radar_schluessel,eingangstuer_euro_schluessel,eingangstuer_wendekreis,eingangstuer_breite,rampe,rampe_steigung,treppe_vorhanden,treppe_antirutsch,treppe_blindenschrift,treppe_gelaender,treppe_kontrast_visuell,treppe_kontrast_taktil,treppe_stufenanzahl,treppe_stufenhoehe,rollstuhllift,eingangsbereich_beschreibung,gebaeudeinneres_gangbreite,gebaeudeinneres_induktionsschleifen,gebaeudeinneres_fuehrungsrillen,gebaeudeinneres_ruhig,gebaeudeinneres_beleuchtet,aufzug_vorhanden,aufzug_tuerbreite,aufzug_tiefe,aufzug_breite,wctuer_typ,wctuer_glasmarkierung,wctuer_klingel_taster,wctuer_leichte_fuehrung,wctuer_radar_schluessel,wctuer_euro_schluessel,wctuer_wendekreis,wctuer_breite,wctuer_bemerkung,wc_badewanne,wc_dusche,wc_spiegel,wc_gelaender,wc_deckenlifter,wc_standlifter,wc_liege,wc_spiegelhoehe,wc_handtuchspenderhoehe,wc_seifenspender_hoehe,wc_waschbecken_oberkante,wc_waschbecken_hoehe_unterfahrbar,wc_waschbecken_tiefe_unterfahrbar,wc_buegel_rechts,wc_buegel_links,wc_buegel_distanz,wc_buegelhoehe,wc_sitzhoehe,wc_platz_davor,wc_platz_rechts,wc_platz_links,wc_spuelknopf_hinten,wc_spuelknopf_rechts,wc_spuelknopf_links,wc_spuelknopf_hoehe,wc_position_notruf,wc_hoehe_notruf,wc_bermerkung,foto,shape
wc_finder_opendata.84,Öffentliche Toilette U-Bahnhof Trudering D,München,81825,Truderingerstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.09.2024 / 11.11.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (698201.2000009901 5333685.029997494)
wc_finder_opendata.85,Öffentliche Toilette Sperrengeschoss Hauptbahnhof D,München,80335,Arnulfstraße,,1.UG,372,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,26.03.2024 / 11.11.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690514.4000008139 5335115.599998039)
wc_finder_opendata.86,Öffentliche Toilette U-Bahnhof Münchener Freiheit B,München,80802,Feilitzschplatz,,1.UG,155,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 10.10.2025,0,0,,Tür ist immer offen,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,100,,,Öffnet nach außen/Türanschlag links,1,0,1,0,1,,85,,0,0,1,0,0,0,0,104,84,96,78,68,50,1,1,68,81,45,185,70,105,0,1,1,73,rechts,85,,,POINT (692330.8000008526 5337507.449997918)
wc_finder_opendata.87,Öffentliche Toilette U-Bahnhof Münchener Freiheit H,München,80802,Feilitzschplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 10.10.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692330.8000008526 5337507.449997918)
wc_finder_opendata.88,Öffentliche Toilette U-Bahnhof Münchener Freiheit D,München,80802,Feilitzschplatz,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,19.03.2024 / 10.10.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (692330.8000008526 5337507.449997918)
wc_finder_opendata.89,Öffentliche Toilette U-Bahnhof Großhadern B,München,81375,Sauerbruchstr./Würmtalstr.,,1.UG,76,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,1,0,,,1,0,1,0,1,,,,,1,1,0,1,1,0,38,16,0,,56,0,0,1,1,1,100,150,111,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,98,,0,0,1,0,0,0,0,106,94,,80,70,35,1,1,67,88,47,154,65,89,1,1,1,83,rechts,86,,,POINT (684376.8500006918 5332126.509998382)
wc_finder_opendata.90,Öffentliche Toilette U-Bahnhof Großhadern D,München,81375,Sauerbruchstr./Würmtalstr.,,1.UG,75,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (684376.8500006918 5332126.509998382)
wc_finder_opendata.91,Öffentliche Toilette U-Bahnhof Großhadern M,München,81375,Sauerbruchstr./Würmtalstr.,,1.UG,77,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (684376.8500006918 5332126.509998382)
wc_finder_opendata.92,Öffentliche Toilette U-Bahnhof Harras B,München,81373,Am Harras,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,1,1,,,1,0,1,0,1,,95,fest,"3,00%",1,0,1,1,1,0,41,16,0,,56,0,0,1,1,0,,,,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,93,,0,0,1,0,1,0,1,105,92,,,verstellbar,,1,1,66,86,46,170,200,160,1,1,1,83,rechts,97,,,POINT (688985.3000007825 5332398.569998135)
wc_finder_opendata.93,Öffentliche Toilette U-Bahnhof Fürstenried West H,München,81475,Neurieder Str.,,1.UG,2,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (684718.3000006987 5329119.979998371)
wc_finder_opendata.94,Öffentliche Toilette U-Bahnhof Holzapfelkreuth D,München,81377,Guardinistr./Fürstenrieder Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686259.2800007276 5332258.259998286)
wc_finder_opendata.95,Öffentliche Toilette U-Bahnhof Holzapfelkreuth B,München,81377,Guardinistr./Fürstenrieder Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,0,0,0,1,,,,,1,0,0,1,1,0,34,16,0,,,0,0,0,1,1,100,200,165,Öffnet nach außen/Türanschlag links,1,0,0,0,1,,105,,0,0,1,0,0,0,0,106,94,84,80,74,30,1,1,66,90,46,170,83,58,1,1,1,105,rechts,85,,,POINT (686259.2800007276 5332258.259998286)
wc_finder_opendata.96,Öffentliche Toilette U-Bahnhof Westendstraße B,München,80687,Westendstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 08.07.2025,1,0,,Öffnet nach außen/Türanschlag rechts,,,,,,,,,,,,,,,,,,,,130,0,0,1,1,1,100,140,100,Öffnet nach außen/Türanschlag rechts,1,0,1,0,1,,94,,0,0,1,0,0,0,0,108,103,,79,74,15,1,1,68,88,47,150,105,66,1,1,1,83,links,85,,,POINT (687688.7900007556 5334350.579998207)
wc_finder_opendata.97,Öffentliche Toilette U-Bahnhof Westendstraße D,München,80687,Westendstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687688.7900007556 5334350.579998207)
wc_finder_opendata.98,Öffentliche Toilette U-Bahnhof Westendstraße H,München,80687,Westendstr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (687688.7900007556 5334350.579998207)
wc_finder_opendata.99,Öffentliche Toilette U-Bahnhof Harras M,München,81373,Am Harras,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688985.3000007825 5332398.569998135)
wc_finder_opendata.100,Öffentliche Toilette U-Bahnhof Fürstenried West D,München,81475,Neurieder Str.,,1.UG,3,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (684718.3000006987 5329119.979998371)
wc_finder_opendata.101,Öffentliche Toilette U-Bahnhof Fürstenried West B,München,81475,Neurieder Str.,,1.UG,1,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,20.03.2024 / 08.07.2025,,0,,Tür ist immer offen,,,,,,,,,,1,0,0,1,1,0,39,16,0,0,,0,0,0,1,0,,,,Öffnet nach außen/Türanschlag rechts,1,0,0,0,1,,82,,0,0,1,0,0,0,0,107,92,87,80,70,35,1,1,67,85,46,130,63,64,1,1,1,80,rechts,35,,,POINT (684718.3000006987 5329119.979998371)
wc_finder_opendata.102,Öffentliche Toilette U-Bahnhof Haderner Stern B,München,81375,Guardinistr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,barrierefrei,0,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,1,0,,,1,0,0,0,0,,,,,1,1,0,1,1,0,35,16,0,,,0,0,0,0,1,100,145,105,Öffnet nach außen/Türanschlag rechts,0,0,1,1,1,,100,,0,0,1,0,0,0,0,134,88,,83,73,36,1,1,71,85,43,125,45,99,1,1,1,101,links,84,,,POINT (685320.6400007094 5332450.149998337)
wc_finder_opendata.103,Öffentliche Toilette U-Bahnhof Haderner Stern D,München,81375,Guardinistr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685320.6400007094 5332450.149998337)
wc_finder_opendata.104,Öffentliche Toilette U-Bahnhof Haderner Stern M,München,81375,Guardinistr.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,0,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (685320.6400007094 5332450.149998337)
wc_finder_opendata.105,Öffentliche Toilette U-Bahnhof Harras D,München,81373,Am Harras,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,weiblich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (688985.3000007825 5332398.569998135)
wc_finder_opendata.106,Öffentliche Toilette U-Bahnhof Holzapfelkreuth M,München,81377,Guardinistr./Fürstenrieder Str.,,1.UG,,Täglich 06:00 Uhr bis 24:00 Uhr,männlich,0.60000002,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,14.03.2024 / 08.07.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (686259.2800007276 5332258.259998286)
wc_finder_opendata.107,Öffentliche Toilette am Partnachplatz,München,81373,Partnachplatz,,EG,,Täglich 06:00 Uhr bis 2:00 Uhr,divers/unisex und barrierefrei,0,1,,voll funktionsfähig,,service@hering-sanikonzept.de,https://www.wc-fresh.com,089-54369744,Hering Sanikonzept GmbH,22.03.2024 / 08.07.2025,1,,,Öffnet nach außen/Türanschlag rechts,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,Öffnet nach außen/Türanschlag rechts,,0,1,0,0,,89,,0,0,1,0,0,0,0,107,94,,82,74,30,1,1,63,77,52,140,90,65,1,1,1,80,links,90,,,POINT (688016.3400007625 5332372.069998193)
wc_finder_opendata.108,USHI,München,81679,Herkomerplatz,1a,EG,,24 Stunden,divers/unisex und barrierefrei,,1,,voll funktionsfähig,,im-gw-s.kom@muenchen.de,https://www.ushi-omakase.asia,94379328,Kommunalreferat,07.02.2024 / 25.06.2025,1,0,1,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mind. 100,,,,,,1,1,,,,,mind. 90,mind. 90,,,,,in der Nähe des WC-Beckens angebracht,,,,POINT (693957.860000889 5336380.639997809)
wc_finder_opendata.109,"Mobile Toilettenkabine ""westl. Eduard-Schmid-Str. 36""",München,80469,westl. Eduard-Schmid-Str.,36,,,,divers/unisex und barrierefrei,,0,3 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1221.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,03.11.2023 / 07.05.2025,0,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (691372.8340008325 5333242.089997989)
wc_finder_opendata.110,"Mobile Toilettenkabine ""südl. Reichenbachbrücke/ Boosstraße""",München,80469,,,,,nicht bei Hochwasser,divers/unisex,,0,8 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1229.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,02.11.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691689.3340008395 5333511.5659979675)
wc_finder_opendata.111,"Mobile Toilettenkabine ""südwestl. Thalkirchner Brücke""",München,81543,,,,,nicht bei Hochwasser,divers/unisex,,0,2 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1004.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,02.11.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689886.1200008015 5330593.056498086)
wc_finder_opendata.112,"Mobile Toilettenkabine ""südöstl. Braunauer Eisenbahnbrücke""",München,81371,Teutoburger Str.,11,,,,divers/unisex,,0,4 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1127.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690683.3465008178 5332568.390998032)
wc_finder_opendata.113,"Mobile Toilettenkabine ""nördl. Wittelsbacherbrücke""",München,80469,,,,,nicht bei Hochwasser,divers/unisex,,0,4 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1149.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,02.11.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691157.574000828 5333076.053998002)
wc_finder_opendata.114,"Mobile Toilettenkabine ""südöstl. Brudermühlbrücke""",München,81379,,,,,nicht bei Hochwasser,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1111.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690616.9470008166 5331947.121998041)
wc_finder_opendata.115,"Mobile Toilettenkabine ""südöstl. Braunauer Eisenbahnbrücke""",München,81371,Teutoburger Str.,11,,,nicht bei Hochwasser,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1118.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690706.0020008184 5332570.364498031)
wc_finder_opendata.116,"Mobile Toilettenkabine Isarauen ""südlich Brudermühlbrücke""",München,81379,südlich Brudermühlbrücke,,,,nicht bei Hochwasser,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1118.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690483.8160008139 5331873.294998047)
wc_finder_opendata.117,"Mobile Toilettenkabine, barrierefrei ""westl. Eduard-Schmid-Str. 36""",München,80469,westl. Eduard-Schmid-Str.,36,,,,divers/unisex und barrierefrei,,0,"1 mobile Toilettenkabine, barrierefrei | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1113.jpg",voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,03.11.2023 / 07.05.2025,1,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,mind. 100,,,,,,0,0,,,,,mind. 90,mind. 90,0,0,0,,in der Nähe des WC-Beckens angebracht,,,,POINT (691371.5920008325 5333242.876497989)
wc_finder_opendata.118,"Mobile Toilettenkabine ""südl. Reichenbachbrücke""",München,80469,,,,,nicht bei Hochwasser,divers/unisex,,0,2 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1114.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691781.5540008415 5333587.737997961)
wc_finder_opendata.119,"Mobile Toilettenkabine ""Isarauen 10""",München,81379,Isarauen,10,,,nicht bei Hochwasser,barrierefrei,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1100.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,0,0,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,,,,,,,0,0,,,,,,,0,0,0,,,,,,POINT (690637.058500817 5331594.747498037)
wc_finder_opendata.120,"Mobile Toilettenkabine ""südl. Wittelsbacherbrücke, bei Bolzplatz""",München,80469,,,,,,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1141.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691106.2495008269 5333011.149498007)
wc_finder_opendata.121,"Mobile Toilettenkabine ""nördl. Flauchersteg""",München,81379,,,,,,divers/unisex,,0,2 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1122.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690010.562000804 5331332.870998076)
wc_finder_opendata.122,"Mobile Toilettenkabine ""südl. Wittelsbacherbrücke, bei Bolzplatz""",München,80469,,,,,nicht bei Hochwasser,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1145.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,28.03.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (691121.0710008272 5333056.272998005)
wc_finder_opendata.123,"Toilettenanlage ""Floßlände""",München,81379,,,,,ganzjährig täglich 06:00 -22:00 Uhr,divers/unisex und barrierefrei,0,0,"Toilettenanlage ""Toilette für alle"", barrierefrei | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1125.jpg",voll funktionsfähig,, service@hering-sanikonzept.de,https://www.wc-fresh.com,+49 2736 27-216,BAU-J,28.03.2023 / 07.05.2025,1,1,0,,0,0,0,0,0,,,,,0,0,0,0,0,0,,,0,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,0,0,0,0,0,0,0,mind. 100,,,,,,0,0,,,,,mind. 90,mind. 90,0,0,0,,in der Nähe des WC-Beckens angebracht,,,,POINT (689680.8080007973 5329754.912498099)
wc_finder_opendata.124,"Mobile Toilettenkabine ""südl. Flauchersteg""",München,81543,,,,,nicht bei Hochwasser,divers/unisex,,0,4 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1077.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,02.11.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (690003.3630008039 5330839.576998078)
wc_finder_opendata.125,"Mobile Toilettenkabine ""Schlichtweg""",München,81545,"Schlichtweg, auf Höhe Meichelbeckstraße",,,,nicht bei Hochwasser,divers/unisex,,0,1 mobile Toilettenkabine | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1230.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,02.11.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689362.1665007909 5328372.3344981205)
wc_finder_opendata.126,"Mobile Toilettenkabine ""nördl. Großhesseloher Brücke""",Pullach im Isartal,82049,,,,,,divers/unisex,,0,1 mobile Toilettenkabinen | Bild: http://badsyip001.srv.muenchen.de/DATEN/einrichtungen/wc/bild/1231.jpg,voll funktionsfähig,,wasserbau-bauwerksunterhalt.bau@muenchen.de,,,BAU-J3,02.11.2023 / 07.05.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (689157.9080007868 5327912.976998133)
